1,6.330000
2,12.720001
3,18.559999
4,24.910000
5,30.109999
6,35.049999
7,41.049999
8,44.970001
9,50.059998
10,52.890003
11,56.470001
12,59.130001
13,61.299999
14,64.430000
15,66.430000
16,68.680000
17,70.650002
18,72.250000
19,73.570000
20,75.239998
21,76.160004
22,77.690002
23,78.059998
24,79.869995
25,80.760002
26,81.760002
27,83.240005
28,83.710007
29,84.869995
30,86.040001
31,87.190002
32,87.449997
33,87.370003
34,87.959999
35,89.470001
36,90.070000
37,90.979996
38,91.320000
39,92.760002
40,93.180000
41,93.370003
42,93.980003
43,94.700005
44,95.650002
45,95.790001
46,96.190002
47,97.110001
48,97.229996
49,96.979996
50,97.909996
51,98.559998
52,98.290001
53,98.559998
54,99.000000
55,98.739998
56,98.860001
57,98.919998
58,99.059998
59,99.080002
60,98.930000
61,99.089996
62,99.099998
63,98.790001
64,98.869995
65,98.930000
66,99.139999
67,99.299995
68,99.119995
69,98.979996
70,99.059998
71,99.099998
72,99.139999
73,99.180000
74,99.279999
75,99.150002
76,99.220001
77,99.119995
78,99.229996
79,99.299995
80,99.269997
81,99.269997
82,99.180000
83,99.290001
84,99.239998
85,99.220001
86,99.169998
87,99.269997
88,99.339996
89,99.290001
90,99.370003
91,99.279999
92,99.299995
93,99.349998
94,99.159996
95,99.290001
96,99.269997
97,99.229996
98,99.250000
99,99.309998
100,99.309998
