1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.080000
8,0.120000
9,0.290000
10,0.590000
11,1.110000
12,1.500000
13,2.020000
14,2.810000
15,3.720000
16,4.830000
17,6.120000
18,7.400000
19,8.660000
20,10.050000
21,11.870000
22,13.349999
23,15.990000
24,17.959999
25,19.440001
26,22.030001
27,24.209999
28,26.330000
29,29.210001
30,31.439999
31,34.650002
32,37.110001
33,40.049999
34,43.059998
35,46.009998
36,49.299999
37,51.770000
38,55.349998
39,59.140003
40,62.589996
41,65.070000
42,68.620003
43,72.579994
44,76.000000
45,79.369995
46,82.930000
47,86.860001
48,90.779999
49,93.949997
50,97.790001
51,98.509995
52,98.610001
53,98.019997
54,99.029999
55,98.849998
56,98.869995
57,99.119995
58,98.709999
59,98.589996
60,98.750000
61,99.119995
62,99.110001
63,99.040001
64,98.959999
65,99.010002
66,99.019997
67,99.129997
68,98.959999
69,99.110001
70,99.220001
71,99.250000
72,99.070000
73,99.089996
74,99.129997
75,99.229996
76,99.089996
77,99.229996
78,99.290001
79,99.059998
80,99.209999
81,99.250000
82,99.290001
83,99.199997
84,99.159996
85,99.260002
86,99.250000
87,99.290001
88,99.150002
89,99.320000
90,99.159996
91,99.269997
92,99.260002
93,99.260002
94,99.330002
95,99.260002
96,99.330002
97,99.349998
98,99.360001
99,99.379997
100,99.299995
